open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
2025-06-03 02:00:00,106432.0,106442.47,105506.44,105678.63,1.37603,2025-06-03 02:59:59.999,145685.9428841,243,0.16814,17808.9094678
2025-06-03 03:00:00,105633.25,105633.25,104949.0,105390.66,0.81007,2025-06-03 03:59:59.999,85230.4976159,123,0.11919,12563.6944592
2025-06-03 04:00:00,105404.83,105404.88,105084.74,105176.28,0.22947,2025-06-03 04:59:59.999,24159.6541107,100,0.21504,22641.5426926
2025-06-03 05:00:00,105216.46,105343.11,105118.9,105341.8,0.24772,2025-06-03 05:59:59.999,26079.0833708,41,0.24752,26058.0595908
2025-06-03 06:00:00,105414.49,105482.89,105152.48,105379.16,0.19384,2025-06-03 06:59:59.999,20428.4373504,33,0.12933,13639.1717726
2025-06-03 07:00:00,105455.54,105455.54,105220.68,105260.76,0.10144,2025-06-03 07:59:59.999,10678.4031737,33,0.0862,9074.7230324
2025-06-03 08:00:00,105257.83,105257.83,104909.52,105095.74,0.06918,2025-06-03 08:59:59.999,7262.3201727,35,0.05361,5627.7128941
2025-06-03 09:00:00,105028.6,105296.76,104982.2,105286.12,0.00306,2025-06-03 09:59:59.999,321.8723539,13,0.00167,175.7954526
2025-06-03 10:00:00,105282.07,105286.72,105192.46,105286.69,0.10211,2025-06-03 10:59:59.999,10748.7319784,26,0.08295,8733.2444448
2025-06-03 11:00:00,105286.71,105357.17,105170.4,105170.53,0.19198,2025-06-03 11:59:59.999,20216.6323422,69,0.18845,19845.3807949
2025-06-03 12:00:00,105322.75,105440.95,105198.0,105378.41,0.09579,2025-06-03 12:59:59.999,10086.6778643,25,0.07328,7718.6504806
2025-06-03 13:00:00,105372.98,105664.62,105072.02,105290.69,0.24819,2025-06-03 13:59:59.999,26155.5663881,72,0.08475,8943.0297781
2025-06-03 14:00:00,105497.85,106618.29,105173.38,106579.68,0.37637,2025-06-03 14:59:59.999,39984.1627154,177,0.24837,26385.6084135
2025-06-03 15:00:00,106599.99,106761.46,106200.0,106670.28,1.42671,2025-06-03 15:59:59.999,152038.7707474,85,0.62594,66709.8084349
2025-06-03 16:00:00,106637.8,106637.8,105865.97,105925.22,0.50365,2025-06-03 16:59:59.999,53558.9243217,86,0.28445,30256.321353
2025-06-03 17:00:00,105830.57,106126.64,105793.65,105939.04,0.2119,2025-06-03 17:59:59.999,22453.0348125,63,0.18176,19263.5178836
2025-06-03 18:00:00,105941.0,106041.19,105611.15,105961.88,0.63755,2025-06-03 18:59:59.999,67376.7514731,98,0.63122,66707.4922216
2025-06-03 19:00:00,106106.66,106368.11,105946.72,106143.85,0.21609,2025-06-03 19:59:59.999,22955.1174351,61,0.15365,16325.0278936
2025-06-03 20:00:00,106238.47,106238.47,105440.26,105786.2,0.27107,2025-06-03 20:59:59.999,28678.3171035,115,0.23125,24472.1726867
2025-06-03 21:00:00,105719.99,105863.3,105298.45,105303.09,0.04259,2025-06-03 21:59:59.999,4493.7423022,90,0.01659,1752.0702336
2025-06-03 22:00:00,105502.61,105888.18,105502.61,105754.54,0.16014,2025-06-03 22:59:59.999,16918.1441888,46,0.05808,6139.9766779
2025-06-03 23:00:00,105777.03,105777.03,105262.85,105317.93,0.15521,2025-06-03 23:59:59.999,16383.1002665,38,0.10813,11419.3223125
2025-06-04 00:00:00,105390.06,105512.0,105137.94,105408.24,0.25946,2025-06-04 00:59:59.999,27359.7529595,68,0.14557,15346.5654787
2025-06-04 01:00:00,105432.09,105694.83,105425.76,105569.76,0.12367,2025-06-04 01:59:59.999,13061.3534179,64,0.09918,10475.5771281
2025-06-04 02:00:00,105619.87,105853.16,105405.84,105506.06,0.25562,2025-06-04 02:59:59.999,26994.7633479,66,0.05484,5799.4189994
2025-06-04 03:00:00,105638.34,105764.98,105512.84,105604.98,0.15893,2025-06-04 03:59:59.999,16785.3148742,34,0.07896,8343.6355695
2025-06-04 04:00:00,105604.15,105655.59,105413.94,105450.39,0.15035,2025-06-04 04:59:59.999,15867.9802704,35,0.14607,15416.6365107
2025-06-04 05:00:00,105424.67,105563.38,105355.0,105470.71,0.07275,2025-06-04 05:59:59.999,7670.3777369,43,0.05492,5790.579109
2025-06-04 06:00:00,105433.81,105443.9,105290.79,105290.79,0.11789,2025-06-04 06:59:59.999,12421.4942251,33,0.01615,1702.751055
2025-06-04 07:00:00,105336.99,105405.25,105259.5,105378.46,0.01509,2025-06-04 07:59:59.999,1589.8498553,20,0.01387,1461.3621701
2025-06-04 08:00:00,105359.51,105518.05,105359.51,105482.3,0.07088,2025-06-04 08:59:59.999,7470.0891694,21,0.06523,6874.2600248
2025-06-04 09:00:00,105482.26,105865.96,105331.69,105865.96,0.26741,2025-06-04 09:59:59.999,28273.0362849,40,0.25918,27405.4142243
2025-06-04 10:00:00,105865.97,105973.03,105636.75,105699.02,0.08794,2025-06-04 10:59:59.999,9298.2039211,26,0.02224,2352.5240522
2025-06-04 11:00:00,105733.7,105760.41,105126.18,105126.18,0.34815,2025-06-04 11:59:59.999,36751.7487391,46,0.29027,30645.7415467
2025-06-04 12:00:00,105120.01,105204.26,104854.26,105100.55,0.22052,2025-06-04 12:59:59.999,23155.8100537,73,0.13034,13690.582386
2025-06-04 13:00:00,105033.99,105269.0,104729.96,104729.96,0.24398,2025-06-04 13:59:59.999,25625.1682457,53,0.16997,17854.6547356
2025-06-04 14:00:00,104705.92,105073.18,104216.01,105073.18,0.54855,2025-06-04 14:59:59.999,57451.1314268,141,0.23354,24485.7029977
2025-06-04 15:00:00,104982.09,105551.41,104933.58,105343.17,0.51646,2025-06-04 15:59:59.999,54434.0763898,105,0.25387,26759.6657875
2025-06-04 16:00:00,105369.09,105438.42,105069.37,105438.42,0.36293,2025-06-04 16:59:59.999,38194.2423399,32,0.01726,1818.9168037
2025-06-04 17:00:00,105346.63,105451.1,105016.46,105016.46,0.08382,2025-06-04 17:59:59.999,8826.6080042,40,0.01178,1242.0465475
2025-06-04 18:00:00,105065.68,105352.46,104953.27,105043.78,0.17498,2025-06-04 18:59:59.999,18405.4214995,105,0.12226,12864.558538
2025-06-04 19:00:00,104953.26,105131.38,104900.0,105058.88,0.09539,2025-06-04 19:59:59.999,10019.2275596,45,0.03616,3800.1762694
2025-06-04 20:00:00,104900.0,104900.0,104476.25,104537.4,3.24443,2025-06-04 20:59:59.999,339362.042878,96,0.08235,8625.8206119
2025-06-04 21:00:00,104652.85,105050.31,104530.65,104976.65,0.21876,2025-06-04 21:59:59.999,22907.4237813,53,0.20715,21692.6298081
2025-06-04 22:00:00,104934.02,104969.93,104723.33,104733.94,0.1628,2025-06-04 22:59:59.999,17071.9832967,28,0.15562,16319.2945918
2025-06-04 23:00:00,104745.73,104815.05,104616.33,104671.87,0.11788,2025-06-04 23:59:59.999,12338.6799708,26,0.01036,1085.7459006
2025-06-05 00:00:00,104740.79,104979.98,104707.0,104903.71,0.14438,2025-06-05 00:59:59.999,15132.5823345,38,0.06503,6819.4583311
2025-06-05 01:00:00,104985.11,105114.51,104985.11,105080.54,0.05479,2025-06-05 01:59:59.999,5757.0261418,16,0.00187,196.4282546
