open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
2025-06-03 02:00:00,0.706,0.706,0.706,0.706,4.0,2025-06-03 02:59:59.999,2.824,1,0.0,0.0
2025-06-03 03:00:00,0.7,0.704,0.7,0.704,18.2,2025-06-03 03:59:59.999,12.7968,2,14.2,9.9968
2025-06-03 04:00:00,0.697,0.697,0.694,0.694,29.7,2025-06-03 04:59:59.999,20.6571,3,15.1,10.5247
2025-06-03 05:00:00,0.7,0.7,0.7,0.7,4.0,2025-06-03 05:59:59.999,2.8,2,4.0,2.8
2025-06-03 06:00:00,0.7,0.7,0.7,0.7,0.0,2025-06-03 06:59:59.999,0.0,0,0.0,0.0
2025-06-03 07:00:00,0.7,0.7,0.7,0.7,0.0,2025-06-03 07:59:59.999,0.0,0,0.0,0.0
2025-06-03 08:00:00,0.7,0.7,0.7,0.7,0.0,2025-06-03 08:59:59.999,0.0,0,0.0,0.0
2025-06-03 09:00:00,0.695,0.695,0.695,0.695,9.5,2025-06-03 09:59:59.999,6.6025,1,0.0,0.0
2025-06-03 10:00:00,0.695,0.695,0.695,0.695,0.0,2025-06-03 10:59:59.999,0.0,0,0.0,0.0
2025-06-03 11:00:00,0.695,0.695,0.695,0.695,0.0,2025-06-03 11:59:59.999,0.0,0,0.0,0.0
2025-06-03 12:00:00,0.695,0.695,0.695,0.695,0.0,2025-06-03 12:59:59.999,0.0,0,0.0,0.0
2025-06-03 13:00:00,0.706,0.726,0.706,0.712,662.6,2025-06-03 13:59:59.999,478.1992,13,654.6,472.4792
2025-06-03 14:00:00,0.71,0.71,0.71,0.71,31.3,2025-06-03 14:59:59.999,22.223,2,18.8,13.348
2025-06-03 15:00:00,0.71,0.71,0.71,0.71,0.0,2025-06-03 15:59:59.999,0.0,0,0.0,0.0
2025-06-03 16:00:00,0.71,0.71,0.71,0.71,0.0,2025-06-03 16:59:59.999,0.0,0,0.0,0.0
2025-06-03 17:00:00,0.71,0.71,0.71,0.71,0.0,2025-06-03 17:59:59.999,0.0,0,0.0,0.0
2025-06-03 18:00:00,0.71,0.71,0.71,0.71,0.0,2025-06-03 18:59:59.999,0.0,0,0.0,0.0
2025-06-03 19:00:00,0.71,0.71,0.71,0.71,0.0,2025-06-03 19:59:59.999,0.0,0,0.0,0.0
2025-06-03 20:00:00,0.706,0.706,0.705,0.705,14.6,2025-06-03 20:59:59.999,10.297,2,0.0,0.0
2025-06-03 21:00:00,0.7,0.7,0.7,0.7,4.0,2025-06-03 21:59:59.999,2.8,1,0.0,0.0
2025-06-03 22:00:00,0.7,0.7,0.7,0.7,0.0,2025-06-03 22:59:59.999,0.0,0,0.0,0.0
2025-06-03 23:00:00,0.706,0.706,0.706,0.706,4.0,2025-06-03 23:59:59.999,2.824,2,4.0,2.824
2025-06-04 00:00:00,0.7,0.7,0.7,0.7,4.0,2025-06-04 00:59:59.999,2.8,1,0.0,0.0
2025-06-04 01:00:00,0.706,0.715,0.706,0.707,12.6,2025-06-04 01:59:59.999,8.9274,5,8.4,5.958
2025-06-04 02:00:00,0.706,0.706,0.706,0.706,4.0,2025-06-04 02:59:59.999,2.824,1,0.0,0.0
2025-06-04 03:00:00,0.712,0.715,0.712,0.715,16.8,2025-06-04 03:59:59.999,12.0,3,16.8,12.0
2025-06-04 04:00:00,0.715,0.715,0.715,0.715,0.0,2025-06-04 04:59:59.999,0.0,0,0.0,0.0
2025-06-04 05:00:00,0.715,0.715,0.715,0.715,0.0,2025-06-04 05:59:59.999,0.0,0,0.0,0.0
2025-06-04 06:00:00,0.707,0.708,0.702,0.702,49.8,2025-06-04 06:59:59.999,35.0946,5,4.2,2.9709
2025-06-04 07:00:00,0.702,0.702,0.702,0.702,0.0,2025-06-04 07:59:59.999,0.0,0,0.0,0.0
2025-06-04 08:00:00,0.702,0.702,0.702,0.702,0.0,2025-06-04 08:59:59.999,0.0,0,0.0,0.0
2025-06-04 09:00:00,0.7,0.7,0.7,0.7,4.0,2025-06-04 09:59:59.999,2.8,1,0.0,0.0
2025-06-04 10:00:00,0.7,0.7,0.7,0.7,0.0,2025-06-04 10:59:59.999,0.0,0,0.0,0.0
2025-06-04 11:00:00,0.694,0.694,0.694,0.694,14.6,2025-06-04 11:59:59.999,10.1324,2,0.0,0.0
2025-06-04 12:00:00,0.688,0.688,0.688,0.688,4.0,2025-06-04 12:59:59.999,2.752,1,0.0,0.0
2025-06-04 13:00:00,0.683,0.683,0.682,0.682,14.6,2025-06-04 13:59:59.999,9.9678,2,0.0,0.0
2025-06-04 14:00:00,0.682,0.682,0.682,0.682,0.0,2025-06-04 14:59:59.999,0.0,0,0.0,0.0
2025-06-04 15:00:00,0.688,0.694,0.688,0.694,8.0,2025-06-04 15:59:59.999,5.528,4,8.0,5.528
2025-06-04 16:00:00,0.694,0.694,0.694,0.694,0.0,2025-06-04 16:59:59.999,0.0,0,0.0,0.0
2025-06-04 17:00:00,0.688,0.688,0.688,0.688,4.0,2025-06-04 17:59:59.999,2.752,1,0.0,0.0
2025-06-04 18:00:00,0.682,0.688,0.674,0.682,58.0,2025-06-04 18:59:59.999,39.22,5,8.0,5.48
2025-06-04 19:00:00,0.682,0.682,0.682,0.682,4.0,2025-06-04 19:59:59.999,2.728,1,0.0,0.0
2025-06-04 20:00:00,0.676,0.676,0.67,0.67,34.8,2025-06-04 20:59:59.999,23.4098,4,0.0,0.0
2025-06-04 21:00:00,0.676,0.676,0.676,0.676,4.0,2025-06-04 21:59:59.999,2.704,1,4.0,2.704
2025-06-04 22:00:00,0.676,0.676,0.676,0.676,0.0,2025-06-04 22:59:59.999,0.0,0,0.0,0.0
2025-06-04 23:00:00,0.67,0.671,0.665,0.665,14.5,2025-06-04 23:59:59.999,9.6946,4,3.9,2.6169
2025-06-05 00:00:00,0.665,0.665,0.665,0.665,0.0,2025-06-05 00:59:59.999,0.0,0,0.0,0.0
2025-06-05 01:00:00,0.67,0.67,0.67,0.67,3.0,2025-06-05 01:59:59.999,2.01,1,3.0,2.01
