symbol,priceChange,priceChangePercent,weightedAvgPrice,prevClosePrice,lastPrice,lastQty,bidPrice,bidQty,askPrice,askQty,openPrice,highPrice,lowPrice,volume,quoteVolume,openTime,closeTime,firstId,lastId,count
BTCUSD4,0.0,0.0,0.0,22882.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
ETHUSD4,0.0,0.0,0.0,1626.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
XRPUSD,0.0,0.0,0.0,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
BCHUSD4,0.0,0.0,0.0,134.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
LTCUSD4,0.0,0.0,0.0,96.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
USDTUSD4,0.0,0.0,0.0,1.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
BTCUSDT,262.45,0.252,103886.6834818,104080.23,104386.01,0.00025,104427.75,0.28069,104499.05,0.01642,104123.56,104982.55,102906.0,19.12467,1986798.5389839,2025-05-30 17:35:57.840,2025-05-31 17:35:57.840,30499604,30501484,1881
ETHUSDT,-7.4,-0.291,2531.41407321,2550.77,2537.6,0.0004,2535.26,11.9711,2537.05,0.0032,2545.0,2589.23,2480.0,341.4086,864246.534756,2025-05-30 17:35:56.839,2025-05-31 17:35:56.839,17727909,17729411,1503
XRPUSDT,0.0209,0.963,2.14302587,2.1713,2.1908,6.4,2.191,185.9,2.1931,23384.6,2.1699,2.2045,2.081,273292.0,585671.82547,2025-05-30 17:35:57.499,2025-05-31 17:35:57.499,1889307,1890355,1049
BCHUSDT,17.2,4.284,401.00520064,399.4,418.7,0.007,418.0,2.88,419.0,0.077,401.5,422.3,391.3,54.724,21944.6086,2025-05-30 17:35:57.480,2025-05-31 17:35:57.480,1923051,1923251,201
LTCUSDT,0.19,0.217,85.79094259,87.46,87.81,34.164,87.04,0.825,87.64,19.941,87.62,88.95,83.3,687.223,58957.50894,2025-05-30 17:35:56.777,2025-05-31 17:35:56.777,4211853,4212388,536
BNBUSD4,0.0,0.0,0.0,325.6257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
BNBUSDT,-4.65,-0.703,655.2188847,660.98,657.0,0.005,656.23,0.099,656.99,1.3,661.65,666.62,646.0,86.201,56480.52308,2025-05-30 17:35:58.193,2025-05-31 17:35:58.193,6189337,6189946,610
ETHBTC,-0.00038,-1.552,0.0242537,0.02463,0.02411,0.006,0.0242,1.0851,0.0243,1.0909,0.02449,0.02464,0.02393,9.8552,0.23902503,2025-05-30 17:35:55.376,2025-05-31 17:35:55.376,5739039,5739153,115
XRPBTC,0.0,0.0,0.0,8.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
BNBBTC,-1.5e-05,-0.238,0.006286,0.00637,0.006292,0.13,0.006253,0.138,0.006293,3.185,0.006307,0.006351,0.006205,6.976,0.04385116,2025-05-30 17:34:09.528,2025-05-31 17:34:09.528,2994547,2994575,29
LTCBTC,1.5e-05,1.693,0.00089458,0.000887,0.000901,0.236,0.0,0.0,0.0,0.0,0.000886,0.000905,0.000886,153.145,0.13700053,2025-05-22 01:28:43.094,2025-05-23 01:28:43.094,1553158,1553223,66
BCHBTC,0.0,0.0,0.0,0.00422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
ADAUSD4,0.0,0.0,0.0,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
BATUSD4,0.0,0.0,0.0,0.2843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
ETCUSD4,0.0,0.0,0.0,22.7276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
XLMUSD4,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
ZRXUSD4,0.0,0.0,0.0,0.2525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
ADAUSDT,-0.0111,-1.593,0.68546349,0.6953,0.6857,4.4,0.6846,335.8,0.6855,1841.9,0.6968,0.7144,0.6583,473444.7,324529.05691,2025-05-30 17:35:44.082,2025-05-31 17:35:44.082,9433043,9434189,1147
BATUSDT,0.0024,1.882,0.12741207,0.1298,0.1299,8.0,0.1283,8273.0,0.1315,29.0,0.1275,0.13,0.1227,7744.0,986.6791,2025-05-30 17:35:45.590,2025-05-31 17:35:45.590,1349351,1349430,80
ETCUSDT,-0.58,-3.299,16.70761675,17.18,17.0,0.47,16.93,192.18,17.33,38.18,17.58,17.58,16.44,180.09,3008.8747,2025-05-30 17:35:56.528,2025-05-31 17:35:56.528,2399601,2399717,117
XLMUSDT,-0.003,-1.111,0.26312,0.2688,0.267,30.0,0.2669,1109.0,0.2673,13228.0,0.27,0.2732,0.2595,101878.0,26806.1396,2025-05-30 17:35:50.820,2025-05-31 17:35:50.820,3009461,3009760,300
ZRXUSDT,0.0035,1.516,0.23210892,0.2312,0.2344,3207.0,0.226,9625.0,0.2364,13415.0,0.2309,0.2417,0.2246,4832.0,1121.5503,2025-05-30 17:35:55.332,2025-05-31 17:35:55.332,1003600,1003638,39
LINKUSD4,0.0,0.0,0.0,6.9647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
RVNUSD4,0.0,0.0,0.0,0.0295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
DASHUSD4,0.0,0.0,0.0,60.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
ZECUSD4,0.0,0.0,0.0,43.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
ALGOUSD4,0.0,0.0,0.0,0.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
IOTAUSD4,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
BUSDUSD4,0.0,0.0,0.0,1.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
BTCBUSD,0.0,0.0,0.0,44287.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
DOGEUSDT,-0.005,-2.533,0.19133553,0.19688,0.19242,353.0,0.1923,1034.0,0.19259,1112.0,0.19742,0.20104,0.18571,1147948.0,219643.24384,2025-05-30 17:35:57.274,2025-05-31 17:35:57.274,12779176,12780020,845
WAVESUSD4,0.0,0.0,0.0,2.6353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
ATOMUSDT,-0.063,-1.434,4.27348977,4.356,4.331,0.69,4.299,190.13,4.33,275.16,4.394,4.432,4.184,1030.37,4403.27565,2025-05-30 17:35:57.829,2025-05-31 17:35:57.829,5005603,5005705,103
ATOMUSD4,0.0,0.0,0.0,14.428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
NEOUSDT,-0.18,-2.961,5.93074093,5.98,5.9,0.24,5.84,72.13,5.92,134.21,6.08,6.14,5.57,553.63,3283.4361,2025-05-30 17:35:53.032,2025-05-31 17:35:53.032,1218024,1218084,61
NEOUSD4,0.0,0.0,0.0,8.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
VETUSDT,-0.00037,-1.503,0.02415184,0.02424,0.02424,865.3,0.02422,2067.4,0.02424,3116.5,0.02461,0.02488,0.02318,5593290.3,135088.24772,2025-05-30 17:35:38.343,2025-05-31 17:35:38.343,6121593,6121845,253
QTUMUSDT,-0.029,-1.441,1.98433036,2.012,1.983,5.5,1.915,165.0,2.013,232.2,2.012,2.12,1.9,762.5,1513.0519,2025-05-30 17:35:41.430,2025-05-31 17:35:41.430,891856,891871,16
QTUMUSD4,0.0,0.0,0.0,2.804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
NANOUSD,0.0,0.0,0.0,2.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
ICXUSD4,0.0,0.0,0.0,0.2397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
ENJUSD4,0.0,0.0,0.0,0.4568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
ONTUSD4,0.0,0.0,0.0,0.2301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
ONTUSDT,-0.0033,-2.472,0.13265535,0.1335,0.1302,253.0,0.1284,3423.0,0.1313,1515.0,0.1335,0.1412,0.1253,15622.0,2072.3419,2025-05-30 16:38:40.179,2025-05-31 16:38:40.179,959924,960001,78
ZILUSD4,0.0,0.0,0.0,0.0287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
ZILBUSD,0.0,0.0,0.0,0.02805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
VETUSD4,0.0,0.0,0.0,0.0241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
BNBBUSD,0.0,0.0,0.0,262.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
XRPBUSD,0.0,0.0,0.0,0.30138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
ETHBUSD,0.0,0.0,0.0,2356.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
ALGOBUSD,0.0,0.0,0.0,0.2344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
XTZUSD4,0.0,0.0,0.0,1.1814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
XTZBUSD,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
HBARUSD4,0.0,0.0,0.0,0.0699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
HBARBUSD,0.0,0.0,0.0,0.0635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
OMGUSD4,0.0,0.0,0.0,1.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
OMGBUSD,0.0,0.0,0.0,1.6688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
MATICUSD4,0.0,0.0,0.0,1.1954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
MATICBUSD,0.0,0.0,0.0,1.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
XTZBTC,0.0,0.0,0.0,3.128e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
ADABTC,-1.5e-07,-2.235,6.58e-06,6.67e-06,6.56e-06,26.0,6.53e-06,209.1,6.58e-06,143.0,6.71e-06,6.86e-06,6.36e-06,38338.9,0.25234537,2025-05-30 17:33:51.632,2025-05-31 17:33:51.632,2817847,2818013,167
REPBUSD,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
REPUSD,0.0,0.0,0.0,5.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
EOSBUSD,0.0,0.0,0.0,1.1738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
EOSUSD4,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
DOGEUSD4,0.0,0.0,0.0,0.0918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
KNCUSD4,0.0,0.0,0.0,0.891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
KNCUSDT,-0.0014,-0.443,0.31515564,0.3223,0.3143,72.0,0.3116,1096.2,0.3185,388.5,0.3157,0.3157,0.3136,516.5,162.77789,2025-05-30 17:35:43.224,2025-05-31 17:35:43.224,1073569,1073572,4
VTHOUSDT,-3.1e-05,-1.442,0.00206496,0.002112,0.002119,11200.0,0.002138,408992.0,0.00215,55451.0,0.00215,0.002157,0.001998,1498686.0,3094.729165,2025-05-30 17:35:51.958,2025-05-31 17:35:51.958,4462968,4463003,36
VTHOUSD4,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
USDCUSD4,0.0,0.0,0.0,1.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
COMPUSDT,-0.38,-0.932,39.77841695,39.99,40.41,2.474,40.09,61.683,40.87,11.841,40.79,41.28,39.51,39.506,1571.48614,2025-05-30 17:35:58.016,2025-05-31 17:35:58.016,980222,980269,48
COMPUSD4,0.0,0.0,0.0,52.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
MANAUSD4,0.0,0.0,0.0,0.7261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
HNTUSD4,0.0,0.0,0.0,2.9002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
HNTUSDT,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
MKRUSD4,0.0,0.0,0.0,697.5119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
MKRUSDT,0.0,0.0,1561.0,1566.0,1561.0,0.0103,1565.0,0.019,1579.0,0.1024,1561.0,1561.0,1561.0,0.0103,16.0783,2025-05-30 17:33:07.970,2025-05-31 17:33:07.970,751882,751882,1
DAIUSD4,0.0,0.0,0.0,1.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
ONEUSDT,-9e-05,-0.744,0.01190994,0.0121,0.01201,10656.2,0.01195,143335.8,0.01203,123713.0,0.0121,0.01242,0.01149,2448348.0,29159.676289,2025-05-30 17:35:54.071,2025-05-31 17:35:54.071,5836956,5837096,141
ONEUSD4,0.0,0.0,0.0,0.0264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
BANDUSDT,-0.032,-4.977,0.62961329,0.66,0.611,3.9,0.631,1775.7,0.642,1083.1,0.643,0.643,0.611,2114.0,1331.0025,2025-05-30 17:34:42.820,2025-05-31 17:34:42.820,833818,833822,5
BANDUSD4,0.0,0.0,0.0,2.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
STORJUSDT,0.0072,2.748,0.264775,0.2685,0.2692,74.0,0.258,280.0,0.2702,185.0,0.262,0.2692,0.262,192.0,50.8368,2025-05-30 17:34:59.944,2025-05-31 17:34:59.944,2026836,2026837,2
STORJUSD4,0.0,0.0,0.0,0.4241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
BUSDUSDT,0.0,0.0,0.0,0.9993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
UNIUSD4,0.0,0.0,0.0,6.8095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
UNIUSDT,-0.267,-4.149,6.11793743,6.375,6.168,20.0,6.112,163.78,6.156,139.53,6.435,6.5,5.897,567.68,3473.03072,2025-05-30 17:35:56.137,2025-05-31 17:35:56.137,2065777,2065860,84
SOLUSD4,0.0,0.0,0.0,23.2867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
SOLUSDT,-2.46,-1.55,154.9539315,158.53,156.27,0.064,156.23,45.445,156.42,368.354,158.73,161.36,148.0,2840.557,440155.47479,2025-05-30 17:35:57.277,2025-05-31 17:35:57.277,11198131,11199273,1143
LINKBTC,1.5e-06,1.017,0.00014822,0.0001475,0.000149,3.32,0.0,0.0,0.0,0.0,0.0001475,0.0001519,0.0001468,2562.96,0.3798774,2025-05-22 01:28:45.275,2025-05-23 01:28:45.275,1714387,1714456,70
VETBTC,0.0,0.0,0.0,6.8e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
UNIBTC,0.0,0.0,0.0,0.0001728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
EGLDUSDT,-0.23,-1.5,15.19067604,15.8,15.1,0.11,14.81,23.63,15.42,19.69,15.33,15.67,14.44,18.49,280.8756,2025-05-30 17:35:57.768,2025-05-31 17:35:57.768,2229986,2229994,9
EGLDUSD4,0.0,0.0,0.0,44.919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
PAXGUSDT,-7.34,-0.222,3293.20498638,3327.98,3299.66,0.0036,3297.0,0.0294,3299.66,2.2343,3307.0,3316.99,3287.01,0.3672,1209.264871,2025-05-30 13:00:23.630,2025-05-31 13:00:23.630,118239,118254,16
PAXGUSD4,0.0,0.0,0.0,1860.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
OXTUSDT,-0.0072,-12.04,0.05355196,0.0597,0.0526,20.0,0.0531,33507.0,0.0634,46828.0,0.0598,0.0598,0.0526,53218.0,2849.9282,2025-05-30 17:34:52.134,2025-05-31 17:34:52.134,1739207,1739213,7
OXTUSD4,0.0,0.0,0.0,0.0967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
ZENUSDT,-0.33,-3.654,8.84908024,9.03,8.7,1.15,8.04,70.53,9.68,61.36,9.03,9.03,8.5,132.1,1168.9635,2025-05-30 17:35:43.362,2025-05-31 17:35:43.362,972122,972137,16
ZENUSD4,0.0,0.0,0.0,10.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
BTCUSDC,383.94,0.369,104062.9078904,104153.56,104512.5,2e-05,104479.95,7e-05,104569.57,0.22913,104128.56,105000.0,103150.06,17.73958,1846032.2795543,2025-05-30 17:35:58.077,2025-05-31 17:35:58.077,10159539,10168297,8759
ONEBUSD,0.0,0.0,0.0,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
FILUSDT,-0.015,-0.583,2.49315902,2.578,2.56,52.33,2.557,424.29,2.563,1020.75,2.575,2.575,2.458,2403.09,5991.28552,2025-05-30 17:35:50.151,2025-05-31 17:35:50.151,554650,554693,44
FILUSD4,0.0,0.0,0.0,5.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
AAVEUSDT,6.38,2.594,249.59725538,244.5,252.37,0.013,250.7,4.829,251.55,167.667,245.99,255.95,242.63,69.066,17238.68404,2025-05-30 17:35:54.993,2025-05-31 17:35:54.993,921555,921902,348
AAVEUSD4,0.0,0.0,0.0,85.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
GRTUSDT,-0.0012,-1.251,0.09336358,0.0953,0.0947,22.0,0.0937,172.0,0.0951,1334.0,0.0959,0.0959,0.0894,33563.0,3133.562,2025-05-30 17:35:52.954,2025-05-31 17:35:52.954,257129,257186,58
GRTUSD4,0.0,0.0,0.0,0.1292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
SUSHIUSD4,0.0,0.0,0.0,1.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
ANKRUSD4,0.0,0.0,0.0,0.0285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
AMPUSD,0.0,0.0,0.0,0.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
SHIBUSDT,-2.4e-07,-1.848,1.254e-05,1.291e-05,1.275e-05,5235126.0,1.275e-05,1891524.0,1.277e-05,110009423.0,1.299e-05,1.322e-05,1.226e-05,4709292600.0,59049.75250075,2025-05-30 17:35:37.575,2025-05-31 17:35:37.575,13894433,13894768,336
SHIBBUSD,0.0,0.0,0.0,1.078e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
CRVUSDT,-0.0121,-1.788,0.64423052,0.6732,0.6645,198.4,0.6624,1268.5,0.6671,278.9,0.6766,0.6919,0.6349,49536.7,31913.054,2025-05-30 17:35:45.871,2025-05-31 17:35:45.871,847704,847793,90
CRVUSD4,0.0,0.0,0.0,1.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
AXSUSDT,-0.181,-6.731,2.56045072,2.689,2.508,0.5,2.509,83.12,2.563,1.67,2.689,2.701,2.418,261.96,670.73567,2025-05-30 17:34:10.033,2025-05-31 17:34:10.033,246131,246183,53
AXSUSD4,0.0,0.0,0.0,10.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
