symbol,priceChange,priceChangePercent,weightedAvgPrice,prevClosePrice,lastPrice,lastQty,bidPrice,bidQty,askPrice,askQty,openPrice,highPrice,lowPrice,volume,quoteVolume,openTime,closeTime,firstId,lastId,count
TUSD,0.0,0.0,0.0,0.0222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
OPUSD,0.001,0.158,0.6296429,0.697,0.632,319.53,0.644,158.01,0.646,155.34,0.631,0.632,0.621,1976.52,1244.50178,2025-05-30 17:35:39.164,2025-05-31 17:35:39.164,416536,416562,27
ROSEUSD,0.0,0.0,0.0,0.04816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
CELOUSD,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
KDAUSD,-0.0148,-3.078,0.47274422,0.4713,0.466,6.33,0.4619,350.04,0.4637,4.22,0.4808,0.4901,0.444,650.51,307.524842,2025-05-30 17:35:56.326,2025-05-31 17:35:56.326,163225,163257,33
KSMUSD,0.0,0.0,0.0,22.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
ACHUSD,0.0,0.0,0.0,0.02128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
DARUSD,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
RNDRUSD,0.0,0.0,0.0,2.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
SYSUSD,0.0,0.0,0.0,0.1304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
RADUSD,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
ILVUSD,0.0,0.0,0.0,40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
LDOUSD,0.0,0.0,0.0,1.842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
RAREUSD,0.0,0.0,0.0,0.0663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
LSKUSD,0.0,0.0,0.0,0.678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
DGBUSD,0.00033,3.667,0.00912778,0.00898,0.00933,7031.5,0.00901,20355.3,0.00929,44957.0,0.009,0.00955,0.00868,122810.8,1120.989551,2025-05-30 17:35:38.843,2025-05-31 17:35:38.843,48203,48261,59
REEFUSD,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
ALICEUSD,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
FORTHUSD,0.0,0.0,0.0,2.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
ASTRUSD,0.0,0.0,0.0,0.0448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
BTRSTUSD,0.0,0.0,0.0,0.509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
GALUSD,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
SANDUSD,-0.0112,-3.973,0.2673995,0.2771,0.2707,380.0,0.2705,2202.0,0.2722,643.0,0.2819,0.2819,0.261,4201.0,1123.3453,2025-05-30 17:35:52.410,2025-05-31 17:35:52.410,88665,88683,19
BALUSD,0.0,0.0,0.0,4.859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
POLYXUSD,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
GLMUSD,0.0,0.0,0.0,0.1846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
CLVUSD,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
TUSDUSD,0.0,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
QNTUSD,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
STGUSD,0.0,0.0,0.0,0.6027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
AXLUSD,0.0,0.0,0.0,0.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
KAVAUSD,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
APTUSD,-0.192,-3.883,4.67059522,5.019,4.753,2.65,4.71,236.21,4.725,2.8,4.945,4.945,4.625,161.52,754.39454,2025-05-30 17:35:55.638,2025-05-31 17:35:55.638,168475,168490,16
MASKUSD,0.0,0.0,0.0,3.344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
BOSONUSD,0.0,0.0,0.0,0.1672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
PONDUSD,0.0,0.0,0.0,0.00729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
MXCUSD,0.0,0.0,0.0,0.01209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
JAMUSD,0.0,0.0,0.0,0.001003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
PROMUSD,0.0,0.0,0.0,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
DIAUSD,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
LOOMUSD,0.0,0.0,0.0,0.03505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
STMXUSD,0.0,0.0,0.0,0.003101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
SHIBUSD,-5.1e-07,-3.872,1.262e-05,1.293e-05,1.266e-05,10975926.0,1.27e-05,5471730.0,1.278e-05,85071838.0,1.317e-05,1.32e-05,1.232e-05,720117481.0,9085.0713146,2025-05-30 17:35:56.165,2025-05-31 17:35:56.165,196552,196578,27
TRACUSD,0.0,0.0,0.0,0.2587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
POLYXUSDT,-0.0109,-7.517,0.13544265,0.142,0.1341,1457.1,0.1342,4889.2,0.1466,21.7,0.145,0.1528,0.1339,4505.8,610.27749,2025-05-30 17:23:33.930,2025-05-31 17:23:33.930,68427,68437,11
IOSTUSDT,-0.000168,-4.8,0.00334008,0.003555,0.003332,36098.0,0.003332,92760.0,0.004557,93795.0,0.0035,0.0035,0.003332,37921.0,126.659036,2025-05-30 15:12:34.862,2025-05-31 15:12:34.862,14413,14415,3
IOSTUSD,0.0,0.0,0.0,0.00888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
MATICETH,0.0,0.0,0.0,0.0001458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
SOLETH,0.00172,2.595,0.06620997,0.06751,0.068,11.661,0.0,0.0,0.0,0.0,0.06628,0.068,0.066,164.91,10.91868642,2025-05-22 01:28:36.851,2025-05-23 01:28:36.851,121036,121053,18
FLOKI8USDT,0.0,0.0,0.0,5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
FLOKI8USD,0.0,0.0,0.0,5.131e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
ARBUSDT,-0.0109,-3.064,0.33433727,0.3557,0.3448,72.1,0.3415,5909.1,0.3438,533.4,0.3557,0.3557,0.3223,14996.2,5013.7886,2025-05-30 17:35:47.557,2025-05-31 17:35:47.557,99408,99446,39
ARBUSD,0.0,0.0,0.0,1.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
FLOKIUSDT,-2.8e-07,-0.325,8.234e-05,8.536e-05,8.58e-05,136216.0,8.492e-05,8019900.0,8.571e-05,20567679.0,8.608e-05,8.843e-05,7.946e-05,472093698.0,38872.7720828,2025-05-30 17:35:49.531,2025-05-31 17:35:49.531,738585,738671,87
FLOKIUSD,-6.6e-07,-0.765,8.382e-05,8.641e-05,8.562e-05,2323497.0,8.546e-05,2123681.0,8.575e-05,1991798.0,8.628e-05,8.628e-05,7.932e-05,16891992.0,1415.81901052,2025-05-30 17:35:54.162,2025-05-31 17:35:54.162,38134,38152,19
XECUSDT,-2.5e-07,-1.19,2.035e-05,2.12e-05,2.075e-05,4790462.0,2.068e-05,49233493.0,2.098e-05,7811984.0,2.1e-05,2.1e-05,1.994e-05,16615833.0,338.20659728,2025-05-30 17:35:08.314,2025-05-31 17:35:08.314,50011,50024,14
XECUSD,0.0,0.0,0.0,2.349e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
BLURUSDT,0.0,0.0,0.087,0.09,0.087,1126.6,0.086,10452.2,0.091,15010.0,0.087,0.087,0.087,1126.6,98.0142,2025-05-30 17:35:34.824,2025-05-31 17:35:34.824,21802,21802,1
BLURUSD,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
ANKRUSDT,0.0,0.0,0.01623,0.0165,0.01623,1923.2,0.01546,60832.9,0.01629,13713.4,0.01623,0.01623,0.01623,1923.2,31.213536,2025-05-30 16:47:33.176,2025-05-31 16:47:33.176,46911,46912,2
DAIUSDT,0.0,0.0,0.9961,0.973,0.9961,9.66,0.9727,118.23,0.996,10.41,0.9961,0.9961,0.9961,9.66,9.622326,2025-05-30 17:23:31.289,2025-05-31 17:23:31.289,10718,10719,2
DASHUSDT,-0.51,-2.282,22.07975057,22.17,21.84,1.24,21.86,26.738,22.0,20.791,22.35,22.53,21.18,63.345,1398.6418,2025-05-30 17:35:53.760,2025-05-31 17:35:53.760,72852,72897,46
HBARUSDT,-0.00166,-0.976,0.16455705,0.16948,0.16846,360.0,0.16856,6553.0,0.16874,2600.0,0.17012,0.17237,0.16135,279152.0,45936.43091,2025-05-30 17:35:55.550,2025-05-31 17:35:55.550,477104,477497,394
ICXUSDT,0.0026,2.196,0.12233341,0.1182,0.121,82.7,0.1208,82.8,0.1211,4220.2,0.1184,0.1299,0.114,53342.2,6525.53311,2025-05-30 17:35:44.521,2025-05-31 17:35:44.521,153756,154412,657
IOTAUSDT,-0.0003,-0.164,0.17785777,0.1845,0.1821,328.0,0.1798,1281.0,0.1809,2881.0,0.1824,0.1874,0.1722,86796.0,15437.3432,2025-05-30 17:35:38.751,2025-05-31 17:35:38.751,296968,297148,181
RVNUSDT,-0.00032,-2.896,0.01067628,0.01105,0.01073,800.0,0.01066,6315.9,0.01076,936.9,0.01105,0.01118,0.01033,935331.6,9985.857705,2025-05-30 17:35:38.978,2025-05-31 17:35:38.978,185511,185740,230
WAVESUSDT,0.0,0.0,0.0,3.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
XNOUSDT,-0.036,-3.934,0.84817215,0.915,0.879,9.3,0.863,735.26,0.915,959.81,0.915,0.915,0.764,1801.12,1527.65983,2025-05-30 17:33:13.736,2025-05-31 17:33:13.736,53514,53534,21
XTZUSDT,-0.009,-1.553,0.56896258,0.571,0.5707,5.2,0.568,1071.8,0.5702,267.2,0.5797,0.5802,0.5469,4622.5,2630.02951,2025-05-30 17:35:48.443,2025-05-31 17:35:48.443,64001,64032,32
ZILUSDT,-0.00037,-3.22,0.0111262,0.01123,0.01112,457.7,0.01106,44129.4,0.01129,2666.9,0.01149,0.01167,0.01071,145702.8,1621.118409,2025-05-30 17:32:42.908,2025-05-31 17:32:42.908,136195,136276,82
ORBSUSDT,0.0,0.0,0.02016,0.02077,0.02016,1498.0,0.02016,2702.0,0.02077,2723.0,0.02016,0.02016,0.02016,1498.0,30.19968,2025-05-29 09:21:41.161,2025-05-30 09:21:41.161,80665,80668,4
CUDOSUSDT,0.0,0.0,0.0,0.012201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-12 09:54:21.826,2025-02-13 09:54:21.826,-1,-1,0
ADXUSDT,0.0,0.0,0.0999,0.0999,0.0999,130.0,0.0941,4541.0,0.0993,243.0,0.0999,0.0999,0.0999,130.0,12.987,2025-05-30 17:34:00.474,2025-05-31 17:34:00.474,12544,12544,1
FORTUSDT,-0.0018,-2.55,0.06954436,0.0705,0.0688,21.0,0.0688,146.0,0.069,2406.0,0.0706,0.0706,0.0688,4188.0,291.2518,2025-05-30 17:34:24.564,2025-05-31 17:34:24.564,66218,66242,25
SUIUSDT,-0.0276,-0.836,3.17813865,3.2835,3.2724,3.8,3.2707,46.4,3.2782,48.2,3.3,3.3646,3.05,65966.9,209651.95466,2025-05-30 17:35:58.017,2025-05-31 17:35:58.017,316790,317357,568
ONGUSDT,-0.0291,-16.221,0.17644655,0.1794,0.1503,215.0,0.1503,5225.0,0.2345,150.0,0.1794,0.1794,0.1503,3697.0,652.3229,2025-05-30 17:32:57.116,2025-05-31 17:32:57.116,11672,11681,10
GUSDT,0.0,0.0,0.0,0.01355,0.0,0.0,0.01241,93823.0,0.01682,8892.0,0.0,0.0,0.0,0.0,0.0,2025-05-30 17:23:37.745,2025-05-31 17:23:37.745,-1,-1,0
RENDERUSDT,0.005,0.128,3.78185803,3.911,3.919,3.74,3.849,122.74,3.896,415.17,3.914,3.998,3.638,3426.7,12959.29292,2025-05-30 17:35:54.555,2025-05-31 17:35:54.555,117171,117367,197
BONKUSDT,-4.6e-07,-2.7,1.612e-05,1.704e-05,1.658e-05,170428.0,1.656e-05,127555779.0,1.662e-05,38067425.0,1.704e-05,1.732e-05,1.545e-05,1811834094.0,29202.46713308,2025-05-30 17:35:54.810,2025-05-31 17:35:54.810,131320,131639,320
MAGICUSDT,-0.0107,-7.627,0.13485525,0.15,0.1296,14.4,0.13,500.0,0.167,6198.8,0.1403,0.1403,0.1296,1267.0,170.8616,2025-05-30 17:21:08.736,2025-05-31 17:21:08.736,4883,4887,5
PEPEUSDT,-7.9e-07,-6.335,1.204e-05,1.24e-05,1.168e-05,316195.0,1.171e-05,66951789.0,1.173e-05,25128766.0,1.247e-05,1.294e-05,1.096e-05,5147572218.0,61969.98726458,2025-05-30 17:35:45.042,2025-05-31 17:35:45.042,138228,139031,804
WIFUSDT,-0.097,-10.157,0.82990264,0.942,0.858,37.21,0.851,5637.34,0.853,8.73,0.955,0.955,0.789,8215.5,6818.06516,2025-05-30 17:35:54.161,2025-05-31 17:35:54.161,15242,15296,55
IOTXUSDT,-0.00036,-1.36,0.02656637,0.02643,0.02611,55.0,0.02607,55.0,0.02615,55.0,0.02647,0.02807,0.02548,14370.0,381.75879,2025-05-30 17:13:02.548,2025-05-31 17:13:02.548,16825,16943,119
PNUTUSDT,0.0076,2.977,0.25013714,0.2598,0.2629,52.1,0.2575,1328.0,0.2658,14315.1,0.2553,0.2665,0.2431,11845.4,2962.97445,2025-05-30 17:34:01.538,2025-05-31 17:34:01.538,8690,8708,19
PENGUUSDT,-0.000588,-5.441,0.01049227,0.010441,0.010218,1987.0,0.010087,222809.0,0.01016,19083.0,0.010806,0.010862,0.009568,1548030.0,16242.352656,2025-05-30 17:35:55.602,2025-05-31 17:35:55.602,14330,14386,57
POLBTC,0.0,0.0,0.0,2.25e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-22 01:28:49.393,2025-05-23 01:28:49.393,-1,-1,0
POLETH,0.0,0.0,0.0,9.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-22 01:28:38.879,2025-05-23 01:28:38.879,-1,-1,0
POLUSDT,0.0002,0.094,0.20641895,0.2122,0.2132,14.1,0.2119,1413.2,0.2128,1755.1,0.213,0.2146,0.2018,31789.0,6561.85193,2025-05-30 17:35:51.460,2025-05-31 17:35:51.460,15816,15907,92
TRUMPUSDT,0.01,0.089,10.71805702,11.14,11.19,0.281,11.25,84.894,11.29,205.837,11.18,11.39,10.44,2493.202,26722.2812,2025-05-30 17:35:47.311,2025-05-31 17:35:47.311,57888,58291,404
NEIROUSDT,-4.98e-05,-11.581,0.00040931,0.00043283,0.0003802,238745.0,0.00045097,433144.0,0.00045277,644228.0,0.00043,0.00044838,0.0003802,10865885.0,4447.55610766,2025-05-30 17:35:56.823,2025-05-31 17:35:56.823,4048,4075,28
SUIUSD,0.0236,0.717,3.19712776,3.2922,3.3158,967.2,3.2713,1164.7,3.2794,50.7,3.2922,3.3587,3.09,26794.1,85664.16097,2025-05-30 17:35:55.134,2025-05-31 17:35:55.134,5832,5951,120
XRPUSD,0.0081,0.371,2.15319607,2.1659,2.1933,1030.1,2.1923,7695.1,2.2052,79.9,2.1852,2.2042,2.0875,16220.4,34925.70156,2025-05-30 17:35:56.189,2025-05-31 17:35:56.189,1611793,1611967,175
BONKUSD,-2.7e-07,-1.583,1.66e-05,1.678e-05,1.679e-05,84218753.0,1.654e-05,39794685.0,1.661e-05,32573049.0,1.706e-05,1.729e-05,1.56e-05,144075666.0,2391.70769777,2025-05-30 17:35:55.427,2025-05-31 17:35:55.427,5636,5776,141
PEPEUSD,-1.13e-06,-8.842,1.128e-05,1.241e-05,1.165e-05,16911074.0,1.17e-05,56276686.0,1.177e-05,15342560.0,1.278e-05,1.293e-05,1.104e-05,719041084.0,8107.51572264,2025-05-30 17:35:43.356,2025-05-31 17:35:43.356,6410,6558,149
POLUSD,-0.0059,-2.744,0.20464562,0.219,0.2091,142.2,0.2121,8765.4,0.2129,6152.2,0.215,0.215,0.2037,2651.3,542.57692,2025-05-30 17:35:55.093,2025-05-31 17:35:55.093,1840,1843,4
RENDERUSD,-0.037,-0.939,3.84720193,3.967,3.903,7.69,3.879,431.15,3.894,30.81,3.94,4.135,3.7,308.33,1186.20777,2025-05-30 17:35:52.401,2025-05-31 17:35:52.401,3315,3357,43
TRUMPUSD,0.06,0.536,10.77134291,11.13,11.25,0.113,11.23,58.629,11.31,4.928,11.19,11.38,10.54,299.298,3223.84139,2025-05-30 17:34:07.426,2025-05-31 17:34:07.426,9179,9373,195
EIGENUSD,-0.079,-5.591,1.34988139,1.449,1.334,111.68,1.312,1168.83,1.336,1356.32,1.413,1.413,1.334,139.78,188.68642,2025-05-30 17:35:55.646,2025-05-31 17:35:55.646,667,668,2
EIGENUSDT,-0.065,-4.869,1.29076975,1.475,1.27,4.63,1.311,1985.3,1.381,36.21,1.335,1.335,1.27,36.7,47.37125,2025-05-30 17:35:44.079,2025-05-31 17:35:44.079,1027,1030,4
MEUSDT,-0.06,-7.084,0.8084049,0.883,0.787,1.36,0.801,176.38,0.805,169.66,0.847,0.847,0.787,179.03,144.72873,2025-05-30 17:35:45.122,2025-05-31 17:35:45.122,612,615,4
MEUSD,-0.003,-0.377,0.79347476,0.833,0.792,127.5,0.8,168.33,0.805,191.89,0.795,0.795,0.792,250.78,198.9876,2025-05-30 17:35:45.221,2025-05-31 17:35:45.221,629,630,2
DUSDT,0.00093,2.701,0.03490519,0.03773,0.03536,287.0,0.03452,5534.0,0.03463,3629.0,0.03443,0.03536,0.03433,9183.0,320.53436,2025-05-30 17:35:51.406,2025-05-31 17:35:51.406,438,442,5
METISUSDT,-1.18,-6.577,17.86177535,19.91,16.76,0.093,17.27,19.022,17.34,15.876,17.94,17.94,16.67,2.377,42.45744,2025-05-30 17:35:45.497,2025-05-31 17:35:45.497,243,245,3
METISUSD,0.0,0.0,0.0,18.34,0.0,0.0,17.28,7.722,17.35,8.304,0.0,0.0,0.0,0.0,0.0,2025-05-30 17:35:45.498,2025-05-31 17:35:45.498,-1,-1,0
JUPUSD,-0.0406,-7.372,0.51749028,0.555,0.5101,77.8,0.5276,852.9,0.5291,907.5,0.5507,0.5509,0.5,3301.8,1708.64941,2025-05-30 17:35:57.012,2025-05-31 17:35:57.012,516,544,29
JUPUSDT,-0.0308,-5.517,0.52493152,0.5721,0.5275,6.4,0.5276,1558.0,0.5356,225.9,0.5583,0.5583,0.5055,3247.4,1704.66261,2025-05-30 17:35:44.061,2025-05-31 17:35:44.061,1122,1151,30
SUSD,-0.0039,-0.973,0.38518998,0.3974,0.397,62.7,0.391,1893.2,0.3934,1585.1,0.4009,0.4062,0.3795,16914.8,6515.41141,2025-05-30 17:35:57.052,2025-05-31 17:35:57.052,1055,1077,23
SUSDT,-0.0001,-0.025,0.39253033,0.4066,0.4069,100.0,0.3846,5592.5,0.4029,59.3,0.407,0.41,0.38,3771.9,1480.58517,2025-05-30 17:29:35.363,2025-05-31 17:29:35.363,2885,2905,21
JTOUSDT,-0.042,-2.538,1.65012233,1.972,1.613,3.1,1.671,92.6,1.68,94.4,1.655,1.655,1.613,51.5,84.9813,2025-05-30 17:35:52.383,2025-05-31 17:35:52.383,117,120,4
ORCAUSDT,-0.137,-5.102,2.57420205,2.703,2.548,1.63,2.579,53.54,3.271,52.5,2.685,2.686,2.546,129.67,333.79678,2025-05-30 17:34:40.944,2025-05-31 17:34:40.944,217,225,9
DATAUSDT,-0.00099,-6.604,0.01650539,0.01457,0.014,638.6,0.014,3672.5,0.01781,1882.8,0.01499,0.02164,0.012,39129.4,645.84587,2025-05-30 17:23:32.969,2025-05-31 17:23:32.969,182,213,32
VIRTUALUSDT,0.0371,1.819,2.02350879,2.0036,2.0771,23.1,2.0901,277.8,2.15,32.0,2.04,2.1408,1.8411,17725.0,35866.69338,2025-05-30 17:35:58.047,2025-05-31 17:35:58.047,1760,1861,102
AIXBTUSDT,-0.0028,-1.44,0.18400435,0.1976,0.1916,142.9,0.1915,2488.7,0.193,2907.5,0.1944,0.197,0.1733,54991.4,10118.65674,2025-05-30 17:35:58.222,2025-05-31 17:35:58.222,920,997,78
KAITOUSDT,-0.0361,-1.814,1.9598594,1.993,1.9545,6.5,1.9531,60.3,1.9587,61.9,1.9906,2.0363,1.8247,670.2,1313.49777,2025-05-30 17:35:52.614,2025-05-31 17:35:52.614,501,530,30
TURBOUSDT,-0.000122,-2.789,0.00430097,0.0044,0.004253,421.0,0.004273,75168.0,0.004286,69193.0,0.004375,0.004484,0.003934,1692474.0,7279.287702,2025-05-30 17:35:57.316,2025-05-31 17:35:57.316,974,1101,128
